Date,Survey.Country,Downloads.Internal,Website,STATCompiler,Spatial.Data.Repository,Mobile.App,Downloads.External
2020-08-01,Nepal,238,0,0,23,12,130
2020-09-01,Nepal,207,0,65,21,10,129
2020-10-01,Nepal,199,127,0,25,12,90
2020-11-01,Nepal,280,153,62,24,11,204
2020-12-01,Nepal,369,156,55,34,0,186
2021-01-01,Nepal,222,183,72,30,19,125
2021-02-01,Nepal,427,0,85,38,28,199
2021-03-01,Nepal,425,0,108,36,25,360
2021-04-01,Nepal,329,296,65,30,20,228
2021-05-01,Nepal,301,0,70,27,18,174
2021-06-01,Nepal,266,126,41,32,11,248
2021-07-01,Nepal,197,133,73,21,15,202
2021-08-01,Nepal,195,135,57,22,0,172
2021-09-01,Nepal,202,117,53,0,15,91
2021-10-01,Nepal,0,0,52,27,0,0
2021-11-01,Nepal,248,155,62,26,16,152
2021-12-01,Nepal,0,137,48,0,14,0
2022-01-01,Nepal,347,0,75,0,20,170
2022-02-01,Nepal,240,181,63,0,17,159
2022-03-01,Nepal,269,153,110,28,0,144
2022-04-01,Nepal,331,183,82,33,0,229
2022-05-01,Nepal,342,204,71,24,13,169
2022-06-01,Nepal,277,127,75,33,17,208
2022-07-01,Nepal,248,115,64,25,11,146
2022-08-01,Nepal,254,93,28,21,0,135
2022-09-01,Nepal,212,141,0,26,13,133
2022-10-01,Nepal,218,121,51,31,13,123
2022-11-01,Nepal,218,138,76,30,14,194
2022-12-01,Nepal,295,0,89,0,16,136
2023-01-01,Nepal,274,139,65,43,17,144
2023-02-01,Nepal,222,185,72,32,23,156
2023-03-01,Nepal,245,200,76,34,22,168
2013-09-01,Bangladesh,204,160,58,30,15,193
2013-10-01,Bangladesh,0,205,65,26,19,0
2013-11-01,Bangladesh,395,191,71,34,22,270
2013-12-01,Bangladesh,480,0,76,46,23,440
2014-01-01,Bangladesh,351,247,112,53,26,198
2014-02-01,Bangladesh,568,235,130,49,23,455
2014-03-01,Bangladesh,368,228,0,41,30,290
2014-04-01,Bangladesh,484,201,111,33,22,375
2014-05-01,Bangladesh,317,173,76,46,28,238
2014-06-01,Bangladesh,305,168,80,0,18,144
2014-07-01,Bangladesh,352,129,67,33,19,192
2014-08-01,Bangladesh,304,211,65,33,23,244
2014-09-01,Bangladesh,256,190,77,31,22,133
2014-10-01,Bangladesh,0,207,101,35,14,0
2014-11-01,Bangladesh,320,224,0,0,18,231
2014-12-01,Bangladesh,405,208,75,42,23,160
2015-01-01,Bangladesh,476,282,84,64,28,321
2015-02-01,Bangladesh,420,178,132,50,24,189
2015-03-01,Bangladesh,425,218,98,39,43,238
2015-04-01,Bangladesh,442,147,89,35,21,214
2015-05-01,Bangladesh,350,179,84,34,29,275
2015-06-01,Bangladesh,387,194,67,46,19,225
2015-07-01,Bangladesh,398,139,62,31,12,229
2015-08-01,Bangladesh,266,137,60,31,19,224
2015-09-01,Bangladesh,340,231,87,0,33,316
2015-10-01,Bangladesh,307,340,101,45,24,196
2015-11-01,Bangladesh,535,207,78,44,35,308
2015-12-01,Bangladesh,328,263,132,49,23,146
2016-01-01,Bangladesh,530,203,125,52,24,293
2016-02-01,Bangladesh,446,151,143,54,25,197
2016-03-01,Bangladesh,568,209,137,34,29,377
2016-04-01,Bangladesh,355,280,114,49,26,268
2016-05-01,Bangladesh,477,209,94,59,26,374
2016-06-01,Bangladesh,405,184,60,40,28,308
2016-07-01,Bangladesh,356,203,80,25,20,290
2016-08-01,Bangladesh,337,152,73,38,0,183
2016-09-01,Bangladesh,296,178,78,34,14,290
2016-10-01,Bangladesh,294,194,93,35,23,154
2016-11-01,Bangladesh,391,242,79,39,26,181
2016-12-01,Bangladesh,416,175,100,41,31,351
2017-01-01,Bangladesh,358,211,88,65,29,184
2017-02-01,Bangladesh,434,335,127,50,29,356
2017-03-01,Bangladesh,402,215,96,38,35,247
2017-04-01,Bangladesh,363,250,112,62,26,189
2017-05-01,Bangladesh,422,195,99,36,27,282
2017-06-01,Bangladesh,552,241,89,45,24,258
2017-07-01,Bangladesh,329,198,66,35,36,307
2017-08-01,Bangladesh,503,153,69,31,17,381
2017-09-01,Bangladesh,372,0,54,52,17,392
2017-10-01,Bangladesh,494,305,101,44,33,369
2017-11-01,Bangladesh,474,200,116,38,32,221
2017-12-01,Bangladesh,393,214,110,50,0,256
2018-01-01,Bangladesh,449,253,107,42,32,366
2018-02-01,Bangladesh,424,247,116,0,28,194
2018-03-01,Bangladesh,407,271,102,42,26,277
2018-04-01,Bangladesh,438,393,81,64,32,353
2018-05-01,Bangladesh,453,216,79,0,27,337
2018-06-01,Bangladesh,447,214,112,37,27,430
2018-07-01,Bangladesh,313,168,61,29,20,174
2018-08-01,Bangladesh,377,0,60,36,15,187
2018-09-01,Bangladesh,354,232,68,25,26,244
2018-10-01,Bangladesh,342,165,80,31,26,265
2018-11-01,Bangladesh,474,235,85,40,33,273
2018-12-01,Bangladesh,468,171,140,57,31,244
2019-01-01,Bangladesh,301,274,147,40,27,160
2019-02-01,Bangladesh,511,177,136,51,37,316
2019-03-01,Bangladesh,484,182,163,61,27,376
2019-04-01,Bangladesh,427,258,102,51,36,313
2019-05-01,Bangladesh,0,220,68,48,0,0
2019-06-01,Bangladesh,0,186,80,42,22,0
2019-07-01,Bangladesh,428,254,92,39,22,269
2019-08-01,Bangladesh,516,241,107,52,31,466
2019-09-01,Bangladesh,288,264,120,52,29,152
2019-10-01,Bangladesh,531,257,87,56,21,475
2019-11-01,Bangladesh,335,235,101,40,25,178
2019-12-01,Bangladesh,418,322,87,42,25,284
2020-01-01,Bangladesh,556,279,87,0,30,365
2020-02-01,Bangladesh,516,255,95,68,35,379
2020-03-01,Bangladesh,473,255,110,49,23,227
2020-04-01,Bangladesh,477,275,115,43,30,228
2020-05-01,Bangladesh,315,259,96,60,26,292
2020-06-01,Bangladesh,318,169,79,0,30,271
2020-07-01,Bangladesh,408,219,79,52,19,306
2020-08-01,Bangladesh,366,226,0,55,21,267
2020-09-01,Bangladesh,311,155,82,39,17,221
2020-10-01,Bangladesh,294,163,63,42,21,244
2020-11-01,Bangladesh,458,246,78,53,21,248
2020-12-01,Bangladesh,514,193,100,52,28,326
2021-01-01,Bangladesh,669,278,114,52,0,417
2021-02-01,Bangladesh,506,346,149,60,46,380
2021-03-01,Bangladesh,820,362,105,73,33,588
2021-04-01,Bangladesh,461,463,150,60,34,297
2021-05-01,Bangladesh,405,326,91,51,33,265
2021-06-01,Bangladesh,414,218,73,43,30,388
2021-07-01,Bangladesh,449,0,89,36,24,267
2021-08-01,Bangladesh,191,231,78,48,18,85
2021-09-01,Bangladesh,322,152,82,40,18,236
2021-10-01,Bangladesh,403,222,101,0,20,234
2021-11-01,Bangladesh,473,148,110,40,28,297
2021-12-01,Bangladesh,429,215,88,61,37,380
2022-01-01,Bangladesh,604,284,0,67,24,343
2022-02-01,Bangladesh,567,315,120,62,38,470
2022-03-01,Bangladesh,562,327,126,52,30,349
2022-04-01,Bangladesh,419,288,98,63,25,237
2022-05-01,Bangladesh,415,233,97,59,36,298
2022-06-01,Bangladesh,453,263,92,42,27,214
2022-07-01,Bangladesh,373,230,103,44,20,184
2022-08-01,Bangladesh,329,201,61,38,31,260
2022-09-01,Bangladesh,334,187,90,38,25,130
2022-10-01,Bangladesh,326,211,115,56,40,122
2022-11-01,Bangladesh,392,303,0,70,37,218
2022-12-01,Bangladesh,438,256,94,52,35,306
2023-01-01,Bangladesh,753,254,111,0,51,534
2023-02-01,Bangladesh,521,204,0,56,31,228
2023-03-01,Bangladesh,445,309,177,67,30,313
2013-09-01,Pakistan,211,119,66,20,13,158
2013-10-01,Pakistan,291,100,56,24,15,132
2013-11-01,Pakistan,326,152,63,52,18,303
2013-12-01,Pakistan,212,228,75,39,19,103
2014-01-01,Pakistan,474,227,97,45,22,264
2014-02-01,Pakistan,418,171,93,0,26,226
2014-03-01,Pakistan,439,247,95,33,18,271
2014-04-01,Pakistan,365,181,66,34,15,322
2014-05-01,Pakistan,295,112,95,30,14,147
2014-06-01,Pakistan,292,211,84,22,0,195
2014-07-01,Pakistan,265,129,52,0,15,207
2014-08-01,Pakistan,319,109,54,25,12,238
2014-09-01,Pakistan,248,226,92,32,22,212
2014-10-01,Pakistan,248,219,53,22,18,237
2014-11-01,Pakistan,264,156,69,41,18,281
2014-12-01,Pakistan,267,148,70,39,24,122
2015-01-01,Pakistan,378,207,88,40,23,307
2015-02-01,Pakistan,467,248,110,35,33,251
2015-03-01,Pakistan,445,262,81,62,26,413
2015-04-01,Pakistan,361,157,69,39,0,269
2015-05-01,Pakistan,513,0,79,30,21,384
2015-06-01,Pakistan,0,187,61,41,20,0
2015-07-01,Pakistan,210,151,62,41,17,186
2015-08-01,Pakistan,264,169,72,28,17,157
2015-09-01,Pakistan,372,109,70,40,21,230
2015-10-01,Pakistan,407,159,77,40,26,209
2015-11-01,Pakistan,0,149,77,38,22,0
2015-12-01,Pakistan,333,198,101,52,21,143
2016-01-01,Pakistan,311,164,84,43,21,292
2016-02-01,Pakistan,284,212,65,27,23,137
2016-03-01,Pakistan,338,245,85,31,23,297
2016-04-01,Pakistan,295,186,78,39,25,261
2016-05-01,Pakistan,234,181,68,40,27,187
2016-06-01,Pakistan,0,198,53,38,17,0
2016-07-01,Pakistan,280,103,73,35,16,142
2016-08-01,Pakistan,213,127,0,27,18,165
2016-09-01,Pakistan,298,156,55,21,15,138
2016-10-01,Pakistan,278,205,64,0,23,280
2016-11-01,Pakistan,248,150,74,33,0,178
2016-12-01,Pakistan,237,141,93,43,16,155
2017-01-01,Pakistan,337,194,94,37,23,309
2017-02-01,Pakistan,344,198,111,43,20,173
2017-03-01,Pakistan,402,234,94,37,25,355
2017-04-01,Pakistan,484,212,63,46,23,250
2017-05-01,Pakistan,279,222,71,44,18,202
2017-06-01,Pakistan,305,184,61,36,24,145
2017-07-01,Pakistan,322,139,66,37,17,244
2017-08-01,Pakistan,225,0,52,25,20,129
2017-09-01,Pakistan,229,134,87,24,18,167
2017-10-01,Pakistan,397,195,72,39,26,204
2017-11-01,Pakistan,414,0,120,40,25,304
2017-12-01,Pakistan,425,315,92,60,17,322
2018-01-01,Pakistan,442,218,84,41,23,234
2018-02-01,Pakistan,329,0,107,43,26,118
2018-03-01,Pakistan,441,238,96,0,23,353
2018-04-01,Pakistan,349,196,78,57,30,180
2018-05-01,Pakistan,263,258,55,28,18,164
2018-06-01,Pakistan,335,193,62,35,19,166
2018-07-01,Pakistan,371,158,61,36,16,163
2018-08-01,Pakistan,285,179,50,18,13,190
2018-09-01,Pakistan,316,173,55,23,14,174
2018-10-01,Pakistan,293,135,61,31,29,263
2018-11-01,Pakistan,389,159,94,35,28,299
2018-12-01,Pakistan,296,234,85,45,21,239
2019-01-01,Pakistan,378,260,94,53,27,234
2019-02-01,Pakistan,359,220,101,32,28,289
2019-03-01,Pakistan,531,193,99,52,20,294
2019-04-01,Pakistan,447,212,70,51,28,401
2019-05-01,Pakistan,417,259,0,36,17,294
2019-06-01,Pakistan,290,203,67,31,20,158
2019-07-01,Pakistan,284,162,59,33,19,226
2019-08-01,Pakistan,391,229,130,55,25,159
2019-09-01,Pakistan,344,187,91,50,23,341
2019-10-01,Pakistan,392,236,91,59,19,194
2019-11-01,Pakistan,320,182,77,39,0,155
2019-12-01,Pakistan,363,283,75,39,26,185
2020-01-01,Pakistan,396,190,79,44,19,198
2020-02-01,Pakistan,547,217,85,41,24,270
2020-03-01,Pakistan,415,191,136,40,23,266
2020-04-01,Pakistan,386,231,106,43,35,167
2020-05-01,Pakistan,0,244,94,49,24,0
2020-06-01,Pakistan,0,222,60,40,21,0
2020-07-01,Pakistan,260,237,56,34,20,226
2020-08-01,Pakistan,380,226,60,38,12,167
2020-09-01,Pakistan,244,217,61,25,22,95
2020-10-01,Pakistan,264,128,72,25,19,122
2020-11-01,Pakistan,336,163,81,54,21,252
2020-12-01,Pakistan,378,161,105,44,21,303
2021-01-01,Pakistan,504,264,97,48,26,217
2021-02-01,Pakistan,692,331,164,57,43,476
2021-03-01,Pakistan,612,246,149,64,26,333
2021-04-01,Pakistan,483,332,129,66,29,209
2021-05-01,Pakistan,366,186,67,59,24,196
2021-06-01,Pakistan,317,0,88,39,29,175
2021-07-01,Pakistan,378,132,76,25,33,244
2021-08-01,Pakistan,301,218,54,26,14,147
2021-09-01,Pakistan,346,143,58,35,13,217
2021-10-01,Pakistan,294,244,82,34,19,139
2021-11-01,Pakistan,488,212,87,47,20,481
2021-12-01,Pakistan,436,256,77,50,29,223
2022-01-01,Pakistan,317,215,125,46,31,223
2022-02-01,Pakistan,447,264,100,47,32,238
2022-03-01,Pakistan,521,0,126,55,32,489
2022-04-01,Pakistan,351,253,92,61,19,160
2022-05-01,Pakistan,264,219,121,44,20,146
2022-06-01,Pakistan,318,202,85,39,21,254
2022-07-01,Pakistan,336,171,70,34,21,157
2022-08-01,Pakistan,352,130,72,32,20,167
2022-09-01,Pakistan,230,157,60,35,22,163
2022-10-01,Pakistan,332,239,83,35,14,125
2022-11-01,Pakistan,378,227,75,50,22,299
2022-12-01,Pakistan,443,213,89,54,25,209
2023-01-01,Pakistan,366,339,116,66,21,374
2023-02-01,Pakistan,435,369,110,52,29,299
2023-03-01,Pakistan,523,224,116,60,30,262
2013-09-01,Myanmar,155,118,22,15,0,158
2013-10-01,Myanmar,184,104,32,15,8,198
2013-11-01,Myanmar,199,77,44,19,10,132
2013-12-01,Myanmar,0,0,41,20,14,0
2014-01-01,Myanmar,254,146,36,22,11,176
2014-02-01,Myanmar,0,0,0,21,15,0
2014-03-01,Myanmar,124,0,46,20,0,97
2014-04-01,Myanmar,174,0,37,18,14,123
2014-05-01,Myanmar,150,79,0,20,11,101
2014-06-01,Myanmar,174,0,26,25,9,99
2014-07-01,Myanmar,0,104,34,12,8,0
2014-08-01,Myanmar,127,90,28,9,6,67
2014-09-01,Myanmar,157,103,0,13,11,77
2014-10-01,Myanmar,135,86,41,16,10,80
2014-11-01,Myanmar,150,105,45,14,9,59
2014-12-01,Myanmar,182,92,42,0,8,156
2015-01-01,Myanmar,145,112,45,0,11,101
2015-02-01,Myanmar,0,124,37,26,0,0
2015-03-01,Myanmar,216,103,44,23,12,164
2015-04-01,Myanmar,122,82,48,20,12,60
2015-05-01,Myanmar,196,0,40,22,9,107
2015-06-01,Myanmar,214,0,33,18,9,117
2015-07-01,Myanmar,0,60,0,25,0,0
2015-08-01,Myanmar,0,0,32,14,8,0
2015-09-01,Myanmar,228,111,57,19,13,93
2015-10-01,Myanmar,189,111,38,20,11,132
2015-11-01,Myanmar,0,133,0,16,11,0
2015-12-01,Myanmar,182,148,31,22,8,119
2016-01-01,Myanmar,126,107,0,27,10,79
2016-02-01,Myanmar,299,118,69,19,11,252
2016-03-01,Myanmar,158,153,43,29,10,120
2016-04-01,Myanmar,0,113,44,20,13,0
2016-05-01,Myanmar,117,0,52,0,14,93
2016-06-01,Myanmar,156,106,0,20,11,141
2016-07-01,Myanmar,105,72,25,14,10,97
2016-08-01,Myanmar,144,75,31,18,10,93
2016-09-01,Myanmar,146,99,32,14,0,103
2016-10-01,Myanmar,144,0,27,20,13,139
2016-11-01,Myanmar,161,97,37,17,0,130
2016-12-01,Myanmar,217,114,46,19,12,186
2017-01-01,Myanmar,174,96,48,17,13,101
2017-02-01,Myanmar,321,125,59,0,11,116
2017-03-01,Myanmar,261,121,46,0,15,164
2017-04-01,Myanmar,171,0,39,27,13,104
2017-05-01,Myanmar,166,80,45,22,0,134
2017-06-01,Myanmar,225,103,48,18,0,150
2017-07-01,Myanmar,136,132,42,0,7,56
2017-08-01,Myanmar,141,85,35,0,10,136
2017-09-01,Myanmar,175,92,36,23,0,67
2017-10-01,Myanmar,211,101,38,20,0,105
2017-11-01,Myanmar,165,0,51,16,13,124
2017-12-01,Myanmar,237,123,43,28,13,240
2018-01-01,Myanmar,222,153,49,25,17,185
2018-02-01,Myanmar,256,120,53,26,12,227
2018-03-01,Myanmar,229,0,56,22,15,124
2018-04-01,Myanmar,180,143,47,20,10,84
2018-05-01,Myanmar,224,103,33,21,10,191
2018-06-01,Myanmar,222,82,36,18,8,106
2018-07-01,Myanmar,146,161,37,17,0,82
2018-08-01,Myanmar,0,0,35,17,10,0
2018-09-01,Myanmar,209,75,32,16,0,100
2018-10-01,Myanmar,126,140,39,17,11,107
2018-11-01,Myanmar,186,161,51,21,9,105
2018-12-01,Myanmar,205,0,47,17,13,119
2019-01-01,Myanmar,244,131,55,0,11,112
2019-02-01,Myanmar,239,124,39,26,12,117
2019-03-01,Myanmar,0,124,69,22,9,0
2019-04-01,Myanmar,214,97,46,27,15,138
2019-05-01,Myanmar,199,0,39,21,10,190
2019-06-01,Myanmar,0,104,42,21,13,0
2019-07-01,Myanmar,134,0,31,13,7,71
2019-08-01,Myanmar,217,132,45,21,12,96
2019-09-01,Myanmar,295,161,49,22,9,148
2019-10-01,Myanmar,244,116,32,21,15,203
2019-11-01,Myanmar,202,90,54,17,14,189
2019-12-01,Myanmar,0,100,45,0,12,0
2020-01-01,Myanmar,213,119,35,30,15,126
2020-02-01,Myanmar,0,153,49,26,12,0
2020-03-01,Myanmar,249,142,65,24,0,142
2020-04-01,Myanmar,211,94,55,20,10,81
2020-05-01,Myanmar,232,101,56,23,14,195
2020-06-01,Myanmar,271,133,58,20,10,184
2020-07-01,Myanmar,166,108,0,0,11,189
2020-08-01,Myanmar,153,95,39,22,8,138
2020-09-01,Myanmar,140,68,47,20,9,84
2020-10-01,Myanmar,0,0,0,0,10,0
2020-11-01,Myanmar,210,114,52,25,12,142
2020-12-01,Myanmar,161,121,48,18,13,178
2021-01-01,Myanmar,207,139,0,33,12,133
2021-02-01,Myanmar,295,268,72,40,18,242
2021-03-01,Myanmar,342,141,74,35,20,249
2021-04-01,Myanmar,303,172,65,32,14,195
2021-05-01,Myanmar,187,105,36,23,12,75
2021-06-01,Myanmar,226,76,46,24,12,177
2021-07-01,Myanmar,0,96,47,0,0,0
2021-08-01,Myanmar,178,99,0,0,0,132
2021-09-01,Myanmar,155,112,0,21,9,91
2021-10-01,Myanmar,195,99,57,15,11,178
2021-11-01,Myanmar,221,120,34,28,12,202
2021-12-01,Myanmar,245,157,0,22,14,189
2022-01-01,Myanmar,336,153,50,22,13,285
2022-02-01,Myanmar,240,0,62,31,0,165
2022-03-01,Myanmar,0,110,47,24,15,0
2022-04-01,Myanmar,215,125,60,0,0,187
2022-05-01,Myanmar,0,130,54,25,0,0
2022-06-01,Myanmar,186,164,48,20,13,100
2022-07-01,Myanmar,151,0,34,18,10,86
2022-08-01,Myanmar,122,143,31,16,10,72
2022-09-01,Myanmar,163,117,41,24,0,82
2022-10-01,Myanmar,204,139,0,16,10,115
2022-11-01,Myanmar,167,113,51,26,15,156
2022-12-01,Myanmar,179,136,57,23,0,208
2023-01-01,Myanmar,227,101,64,21,17,142
2023-02-01,Myanmar,268,137,60,28,19,138
2023-03-01,Myanmar,0,121,73,24,12,0
2013-09-01,India,390,250,105,59,23,176
2013-10-01,India,381,0,86,58,25,186
2013-11-01,India,0,391,108,77,35,0
2013-12-01,India,572,306,109,61,38,467
2014-01-01,India,569,287,150,56,30,229
2014-02-01,India,494,438,160,69,41,286
2014-03-01,India,572,324,173,74,0,423
2014-04-01,India,748,434,125,66,37,294
2014-05-01,India,641,287,148,47,41,342
2014-06-01,India,400,227,189,52,34,204
2014-07-01,India,605,324,98,0,20,366
2014-08-01,India,450,233,89,66,49,358
2014-09-01,India,459,189,155,47,23,275
2014-10-01,India,519,334,159,63,36,306
2014-11-01,India,612,284,129,68,35,251
2014-12-01,India,782,396,128,74,31,334
2015-01-01,India,523,0,148,72,56,188
2015-02-01,India,513,360,144,81,49,292
2015-03-01,India,0,324,147,50,39,0
2015-04-01,India,547,340,143,69,47,376
2015-05-01,India,573,231,0,67,35,249
2015-06-01,India,458,334,187,55,42,223
2015-07-01,India,451,229,99,56,34,283
2015-08-01,India,544,279,105,51,25,402
2015-09-01,India,855,277,158,50,33,669
2015-10-01,India,460,399,137,76,0,378
2015-11-01,India,699,448,154,54,37,337
2015-12-01,India,546,338,189,59,62,374
2016-01-01,India,858,450,161,78,33,408
2016-02-01,India,732,319,104,85,60,470
2016-03-01,India,701,526,97,70,43,320
2016-04-01,India,716,247,125,68,33,666
2016-05-01,India,685,372,150,0,37,498
2016-06-01,India,720,251,154,56,31,691
2016-07-01,India,542,313,117,55,29,492
2016-08-01,India,513,308,94,39,27,225
2016-09-01,India,401,251,104,42,0,301
2016-10-01,India,492,328,106,44,34,370
2016-11-01,India,480,305,182,47,47,315
2016-12-01,India,576,363,145,52,50,423
2017-01-01,India,506,492,150,64,43,340
2017-02-01,India,706,360,222,130,39,276
2017-03-01,India,689,288,124,80,46,276
2017-04-01,India,681,455,115,77,51,564
2017-05-01,India,0,418,117,60,29,0
2017-06-01,India,894,278,125,51,46,595
2017-07-01,India,476,351,98,48,37,422
2017-08-01,India,508,284,113,46,38,386
2017-09-01,India,464,295,110,51,25,272
2017-10-01,India,586,358,195,60,0,323
2017-11-01,India,759,383,130,84,46,668
2017-12-01,India,691,382,193,68,62,438
2018-01-01,India,829,410,176,79,57,713
2018-02-01,India,487,442,151,88,38,297
2018-03-01,India,988,527,179,69,57,705
2018-04-01,India,670,242,156,65,0,265
2018-05-01,India,704,211,142,92,26,269
2018-06-01,India,0,297,133,67,33,0
2018-07-01,India,397,0,156,52,39,274
2018-08-01,India,408,225,129,60,34,269
2018-09-01,India,527,263,102,54,35,294
2018-10-01,India,0,266,113,55,32,0
2018-11-01,India,0,279,141,73,34,0
2018-12-01,India,634,373,138,63,39,428
2019-01-01,India,833,417,139,68,59,527
2019-02-01,India,740,277,159,76,43,351
2019-03-01,India,713,557,167,102,34,408
2019-04-01,India,738,383,164,56,34,543
2019-05-01,India,654,0,176,88,41,614
2019-06-01,India,522,315,114,73,39,317
2019-07-01,India,525,252,139,58,31,350
2019-08-01,India,834,397,166,0,47,515
2019-09-01,India,686,396,174,85,63,581
2019-10-01,India,621,329,134,64,44,342
2019-11-01,India,572,317,121,90,36,468
2019-12-01,India,427,349,131,59,40,173
2020-01-01,India,441,514,146,0,53,226
2020-02-01,India,948,345,156,75,51,744
2020-03-01,India,661,552,260,82,38,565
2020-04-01,India,999,316,161,77,53,493
2020-05-01,India,751,390,170,68,0,593
2020-06-01,India,481,276,131,64,41,232
2020-07-01,India,485,367,157,0,52,237
2020-08-01,India,400,378,110,53,31,179
2020-09-01,India,0,228,137,0,36,0
2020-10-01,India,0,338,115,57,34,0
2020-11-01,India,588,419,160,61,49,405
2020-12-01,India,595,478,156,97,49,595
2021-01-01,India,584,345,238,85,40,527
2021-02-01,India,1227,559,173,130,82,713
2021-03-01,India,643,529,238,137,54,569
2021-04-01,India,867,482,179,112,50,333
2021-05-01,India,879,305,163,64,44,661
2021-06-01,India,850,345,0,46,48,519
2021-07-01,India,442,261,101,63,46,211
2021-08-01,India,550,227,132,66,36,392
2021-09-01,India,517,229,145,61,33,373
2021-10-01,India,691,0,160,83,43,401
2021-11-01,India,736,442,130,63,48,387
2021-12-01,India,706,411,202,79,37,389
2022-01-01,India,785,421,172,83,51,478
2022-02-01,India,982,368,171,99,53,868
2022-03-01,India,863,501,128,93,45,665
2022-04-01,India,668,486,166,82,46,504
2022-05-01,India,472,458,148,90,43,321
2022-06-01,India,1056,442,155,61,44,699
2022-07-01,India,608,346,122,68,47,509
2022-08-01,India,0,266,118,52,34,0
2022-09-01,India,765,237,101,57,45,489
2022-10-01,India,510,385,131,55,40,296
2022-11-01,India,720,320,157,100,43,405
2022-12-01,India,839,408,200,69,46,407
2023-01-01,India,1065,453,156,82,47,467
2023-02-01,India,560,341,255,122,45,495
2023-03-01,India,643,448,217,99,51,461
2013-09-01,Haiti,125,73,28,0,0,59
2013-10-01,Haiti,194,80,31,15,10,93
2013-11-01,Haiti,178,0,35,24,13,79
2013-12-01,Haiti,224,101,57,22,10,161
2014-01-01,Haiti,165,0,0,0,10,83
2014-02-01,Haiti,189,111,63,26,16,149
2014-03-01,Haiti,199,140,35,21,14,123
2014-04-01,Haiti,185,112,43,0,10,121
2014-05-01,Haiti,263,0,40,15,11,162
2014-06-01,Haiti,144,103,0,0,11,89
2014-07-01,Haiti,201,96,46,16,9,116
2014-08-01,Haiti,148,79,25,16,7,139
2014-09-01,Haiti,133,78,31,13,12,99
2014-10-01,Haiti,123,80,42,24,8,72
2014-11-01,Haiti,173,71,37,16,11,142
2014-12-01,Haiti,235,140,33,27,11,141
2015-01-01,Haiti,0,136,38,21,14,0
2015-02-01,Haiti,318,109,54,24,16,234
2015-03-01,Haiti,247,166,63,24,17,143
2015-04-01,Haiti,203,122,47,22,11,104
2015-05-01,Haiti,185,82,0,16,13,113
2015-06-01,Haiti,155,93,57,17,0,108
2015-07-01,Haiti,0,64,42,27,10,0
2015-08-01,Haiti,132,0,33,17,8,99
2015-09-01,Haiti,236,110,48,26,10,197
2015-10-01,Haiti,0,122,80,0,9,0
2015-11-01,Haiti,217,95,49,24,16,145
2015-12-01,Haiti,0,98,0,27,12,0
2016-01-01,Haiti,235,96,47,21,12,176
2016-02-01,Haiti,272,78,49,26,0,223
2016-03-01,Haiti,0,125,52,25,14,0
2016-04-01,Haiti,196,107,54,30,16,145
2016-05-01,Haiti,236,0,52,22,12,199
2016-06-01,Haiti,159,102,45,19,16,98
2016-07-01,Haiti,170,80,35,16,14,133
2016-08-01,Haiti,123,102,0,17,10,121
2016-09-01,Haiti,128,78,37,19,9,106
2016-10-01,Haiti,117,83,40,17,8,106
2016-11-01,Haiti,226,124,0,17,11,153
2016-12-01,Haiti,191,109,0,18,0,149
2017-01-01,Haiti,206,78,0,26,0,115
2017-02-01,Haiti,0,145,70,21,12,0
2017-03-01,Haiti,0,131,50,23,17,0
2017-04-01,Haiti,265,105,53,15,10,215
2017-05-01,Haiti,209,115,52,17,12,120
2017-06-01,Haiti,206,99,48,21,12,129
2017-07-01,Haiti,154,97,23,0,16,91
2017-08-01,Haiti,0,80,0,15,8,0
2017-09-01,Haiti,145,81,0,15,11,88
2017-10-01,Haiti,220,122,48,28,11,145
2017-11-01,Haiti,244,141,52,26,12,174
2017-12-01,Haiti,309,144,67,0,16,172
2018-01-01,Haiti,0,135,62,25,16,0
2018-02-01,Haiti,277,199,51,22,0,228
2018-03-01,Haiti,241,173,43,0,10,198
2018-04-01,Haiti,236,154,50,29,16,165
2018-05-01,Haiti,198,139,53,0,16,90
2018-06-01,Haiti,241,0,51,21,13,97
2018-07-01,Haiti,143,0,51,20,13,118
2018-08-01,Haiti,121,71,35,0,10,76
2018-09-01,Haiti,155,0,0,25,12,141
2018-10-01,Haiti,139,109,0,20,9,110
2018-11-01,Haiti,199,102,0,21,15,126
2018-12-01,Haiti,267,104,55,26,0,187
2019-01-01,Haiti,209,130,0,36,15,110
2019-02-01,Haiti,348,117,53,26,12,241
2019-03-01,Haiti,283,151,44,24,11,190
2019-04-01,Haiti,0,174,58,0,14,0
2019-05-01,Haiti,204,106,37,19,0,205
2019-06-01,Haiti,207,99,0,23,15,182
2019-07-01,Haiti,195,97,45,15,16,176
2019-08-01,Haiti,141,0,60,40,16,52
2019-09-01,Haiti,241,151,59,28,0,128
2019-10-01,Haiti,252,158,46,26,15,235
2019-11-01,Haiti,272,142,0,23,14,134
2019-12-01,Haiti,126,131,64,0,9,128
2020-01-01,Haiti,0,177,50,47,19,0
2020-02-01,Haiti,0,132,41,0,15,0
2020-03-01,Haiti,0,143,63,25,17,0
2020-04-01,Haiti,279,189,57,30,11,172
2020-05-01,Haiti,201,128,0,0,17,187
2020-06-01,Haiti,205,143,39,33,14,143
2020-07-01,Haiti,230,84,0,22,9,201
2020-08-01,Haiti,189,81,37,0,10,108
